Município-São Paulo,Codigo Municipio,Ano,Gini,Densidade,% Trab,PIB per capita,Anos Medios de Educação,Investimento em Segurança,Urbanização,População,Homicídio Doloso,Furto,Roubo,Furto e Roubo de Veículo,Crime,Tx.Crime,Tx.Seg
CUBATAO,3513504,2011,0.4507612741033538,839.3258426966291,0.37232262382864795,57195.853803133126,13.439842696629213,395.57184317509495,0.9998625772606214,119520.0,23,1516,1156,492,3164,26.472556894243642,3.3096707092963102
CUBATAO,3513504,2010,0.4531849105240203,834.2485955056179,0.3648324452637693,79682.15,13.38409358344293,7893.3,0.9998479068515743,118797.0,24,1514,948,463,2925,24.62183388469406,66.44359706053183
CUNHA,3513603,2017,0.2800694781897619,15.5823207560577,0.10479274020703179,7178.932245907448,12.218015665796345,22439.05663164362,0.8284536379450883,21929.0,4,151,41,20,212,9.667563500387615,1023.2594569585307
CUNHA,3513603,2016,0.2778737760051083,15.637746038513466,0.09728722679147545,6677.241592088822,11.962167211583372,19842.151238603437,0.7810214086302621,22007.0,4,187,56,34,277,12.586904166856,901.6290834099805
CUNHA,3513603,2015,0.2757106679475185,15.693881901513537,0.09626007425518428,6464.645560139618,11.886641580432737,19534.88038812976,0.7834289688014527,22086.0,5,197,26,9,232,10.504391922484832,884.4915506714552
CUNHA,3513603,2014,0.28159066114953824,15.751438925602217,0.0899084224297379,6483.463262753256,11.72002007024586,42627.755207077746,0.7698744809050657,22167.0,5,138,18,13,169,7.623945504578878,1923.0277081733093
CUNHA,3513603,2013,0.28027146600827546,15.811127691323811,0.08633319850793222,6359.283793322327,11.602811035918792,39271.6178602898,0.718556094314335,22251.0,5,134,23,21,178,7.999640465597052,1764.937210026057
CUNHA,3513603,2012,0.2845675187582422,15.40680736161444,0.08587768656028041,5746.885396057629,11.42749731471536,40607.25241481578,0.7516023723000329,21682.0,9,141,22,19,182,8.394059588598838,1872.855475270537
CUNHA,3513603,2011,0.27212849691595725,15.471470191146167,0.0789050659073164,5185.853788297689,11.324214202561118,41193.51145777398,0.7808124034035607,21773.0,4,143,28,22,193,8.864189592614705,1891.953862939144
CUNHA,3513603,2010,0.2694682047807582,15.543238826120941,0.07817500228581878,5130.54,11.123976608187135,36529.6,0.7527517536016833,21874.0,4,127,13,9,149,6.811739965255555,1670.0009143275122
DIADEMA,3513801,2017,0.37457240179938484,13567.175324675325,0.21258336942917516,20748.545095393998,13.903131754322766,22054046.01486246,0.9998695647440392,417869.0,38,3394,6709,3757,13860,33.168289583577625,52777.4159242788
DIADEMA,3513801,2016,0.3714165339020028,13479.870129870129,0.22149429163254492,21325.94091622245,13.80921052631579,23339165.25818656,0.9998712745438781,415180.0,33,3231,7396,4251,14878,35.835059492268414,56214.57020614327
DIADEMA,3513801,2015,0.3735598974937563,13390.51948051948,0.24440144704045313,24003.170788249507,13.638018611480387,23605182.65082556,0.9998996472303685,412428.0,47,3406,6758,3739,13903,33.71012637357308,57234.67526653273
DIADEMA,3513801,2014,0.37793142430116233,13299.123376623376,0.26262594204773776,27317.489219358038,13.636997443643969,24600866.936691027,0.9999167175516348,409613.0,52,3644,6332,4507,14483,35.357764524075165,60058.80413143877
DIADEMA,3513801,2013,0.3804251112554391,13205.12987012987,0.2741948967097596,27397.497226086267,13.539149928263988,24033340.56087499,0.9999114630462086,406718.0,58,3590,4761,5140,13491,33.170403080266915,59090.91941068503
DIADEMA,3513801,2012,0.38270569240619634,12694.155844155845,0.2864033965931761,27321.31419356275,13.460072514243869,22528905.053538114,0.9999190372821696,390980.0,49,3756,3824,4124,11704,29.93503504015551,57621.63039935064
DIADEMA,3513801,2011,0.3825449037477172,12616.103896103896,0.2928950835872519,27937.07992657186,13.22766492109795,17329164.395647746,0.9999259019448979,388576.0,35,2995,4201,3152,10348,26.6305690521288,44596.58958774537
DIADEMA,3513801,2010,0.3846822035884381,12533.733766233767,0.2916829646745536,27716.85,13.100212253887621,17501139.3,0.9999183775265983,386039.0,81,2766,3515,3212,9493,24.590779688062604,45335.15862386961
DIVINOLANDIA,3513900,2017,0.28810816767238184,51.25619090499775,0.19650386507378778,17025.523124724587,13.569065713008493,19437.285366195298,0.732226931872863,11384.0,0,85,3,13,101,8.872101194659171,1707.4214130529954
DIVINOLANDIA,3513900,2016,0.29450404643114003,51.4948221521837,0.20127655853807816,15615.008403154874,13.456559513466551,18621.5225156583,0.7823525455930771,11437.0,0,59,6,5,70,6.120486141470665,1628.1824355738656
DIVINOLANDIA,3513900,2015,0.3097793216459365,51.74245835209365,0.1939610163592064,16247.49649694276,13.300583221175415,18344.59500031053,0.8010419485325891,11492.0,1,56,2,4,62,5.395057431256526,1596.2926383841395
DIVINOLANDIA,3513900,2014,0.33341171133301684,51.990094552003605,0.18550272798129383,17416.015383181635,13.174136321195144,20797.808784271885,0.7770581469560741,11547.0,0,53,7,2,62,5.369360006928207,1801.1439148066065
DIVINOLANDIA,3513900,2013,0.325189301150398,52.24673570463755,0.17381937263012753,14791.433364587212,13.364402578086267,23967.913438442276,0.8267148427117155,11604.0,1,64,2,5,71,6.118579800068941,2065.4871973838567
DIVINOLANDIA,3513900,2012,0.33908866705444834,49.914452949122015,0.17328161645318418,14745.77401538589,13.17595002602811,23371.697652566007,0.7439331989421795,11086.0,1,56,1,2,59,5.322027782789103,2108.2173599644602
DIVINOLANDIA,3513900,2011,0.2884948182666427,50.18460153084197,0.14193432621568275,10421.437937962073,12.823640960809103,26031.065864989763,0.8419726111364725,11146.0,0,60,1,5,66,5.921406782702315,2335.462575362441
DIVINOLANDIA,3513900,2010,0.3062857214314423,50.46825754164791,0.13926309215808724,9892.51,12.769378603459321,28483.4,0.8459431202130643,11209.0,0,47,2,6,55,4.906771344455349,2541.1187438665356
DOBRADA,3514007,2017,0.23275603799548955,58.41015364061457,0.08096980786825252,8652.442194246732,13.443502824858758,20168.154729825997,0.5547760291768038,8744.0,0,25,6,5,36,4.117108874656908,2306.5135784338972
DOBRADA,3514007,2016,0.23028759736503898,57.90915163660655,0.08051678394278464,8477.220294902303,13.276504297994268,20605.532441933326,0.5581982270598052,8669.0,1,28,2,5,35,4.03737455300496,2376.921495205136
DOBRADA,3514007,2015,0.2429669420865879,57.39478957915832,0.08333333333333333,7442.545656631072,13.149441340782124,22144.57514866426,0.6247685857260533,8592.0,0,15,2,5,22,2.5605214152700184,2577.348131827777
DOBRADA,3514007,2014,0.24302210904886784,56.86706746826988,0.08246211676259838,7288.755713682007,13.294871794871796,24285.497788213663,0.6431657406207795,8513.0,0,12,2,2,16,1.879478444731587,2852.754350782763
DOBRADA,3514007,2013,0.26005497527548493,56.32598530394122,0.07459677419354839,8245.726127241363,13.068362480127186,26287.615873275452,0.5255306039580737,8432.0,4,15,1,1,17,2.0161290322580645,3117.601502997563
DOBRADA,3514007,2012,0.2506666744959984,53.9746158984636,0.08551980198019803,7155.154944210298,13.114327062228654,25640.67479677888,0.6177981318229153,8080.0,1,20,1,0,21,2.599009900990099,3173.350841185505
DOBRADA,3514007,2011,0.2688862273388211,53.513694054776224,0.08950193483959555,7477.527128043553,13.04463040446304,29128.049016857876,0.6387899685870166,8011.0,1,22,3,1,26,3.245537386094121,3636.0066180074746
DOBRADA,3514007,2010,0.2752658364976454,53.04609218436874,0.08437224530915502,7375.61,12.986567164179105,9919.75,0.5249190217761354,7941.0,3,27,5,1,33,4.15564790328674,1249.181463291777
EMBAUBA,3514957,2017,0.2532073273757743,29.79542719614922,0.1470113085621971,14188.620060040439,12.832417582417582,131857.21720432548,0.46834932891894415,2476.0,0,43,2,0,45,18.17447495961228,53254.126496092686
EMBAUBA,3514957,2016,0.24532700202057067,29.83152827918171,0.14078257361839452,12959.969382928677,12.765042979942693,116369.47064910494,0.47793564136803324,2479.0,0,46,3,0,49,19.766034691407825,46942.10191573414
EMBAUBA,3514957,2015,0.2455159217104698,29.855595667870038,0.1539701733172108,12985.940706639936,12.785340314136125,215750.738464758,0.49566080913813915,2481.0,0,16,0,2,18,7.255139056831923,86961.20050977751
EMBAUBA,3514957,2014,0.2408020280896202,29.89169675090253,0.16465378421900162,15020.552504265886,12.555012224938876,540607.9965629275,0.46368005018769487,2484.0,0,18,1,1,20,8.051529790660226,217636.06946977758
EMBAUBA,3514957,2013,0.24310420220599105,29.915764139590856,0.15325824617860015,14235.184113923435,12.643044619422572,146967.95254557484,0.4306338452521517,2486.0,0,5,0,0,5,2.011263073209976,59118.24318003815
EMBAUBA,3514957,2012,0.2575184725143599,29.061371841155236,0.16273291925465838,12337.144223651392,12.256997455470739,134841.8337189013,0.48548358103456435,2415.0,0,27,0,1,28,11.594202898550725,55835.12783391358
EMBAUBA,3514957,2011,0.282883813956003,29.109506618531892,0.16205043406366268,13890.68677076268,12.005102040816327,115534.86369517838,0.3919379508480851,2419.0,0,20,1,0,21,8.6812732534105,47761.41533492286
EMBAUBA,3514957,2010,0.29326774723301197,29.157641395908545,0.14527445315724308,13761.04,12.051136363636363,127273.26,0.3964997259891267,2423.0,0,8,0,0,8,3.30169211721007,52527.13990920347
EMBU DAS ARTES,3515004,2017,0.34390053426939515,3793.3806818181815,0.16052184202445946,28351.92003608193,13.611318465988616,13642850.4652364,0.9999604294650322,267054.0,26,761,1490,600,2851,10.675743482591535,51086.48612354205
EMBU DAS ARTES,3515004,2016,0.3402132629371375,3756.363636363636,0.16040960793804454,23821.433865370072,13.481706742102782,11530345.533759905,0.9999522043725136,264448.0,18,1084,1769,628,3481,13.163268393030009,43601.56073693091
EMBU DAS ARTES,3515004,2015,0.3606137254306956,3718.4801136363635,0.1679915654688461,26065.48204562393,13.336016554107829,9255518.955653567,0.9999590381878428,261781.0,26,1110,1386,750,3246,12.399677593102632,35355.96149320831
EMBU DAS ARTES,3515004,2014,0.3616184901067514,3679.7301136363635,0.17645809930786363,26777.6167890251,13.17868393419671,8739098.871575048,0.9999632555014464,259053.0,34,1260,1440,906,3606,13.919931442600548,33734.791226409456
EMBU DAS ARTES,3515004,2013,0.3476156728722903,3639.872159090909,0.17556498222418213,23481.15747540303,13.0206721792478,9387117.636828778,0.9999561659499117,256247.0,38,1107,1582,891,3580,13.970895269017783,36633.083067621395
EMBU DAS ARTES,3515004,2012,0.35552787900841176,3482.215909090909,0.18156379003703885,21573.939131840598,12.781442372500562,8379095.105730857,0.9999580598245521,245148.0,53,958,1262,801,3021,12.32316804542562,34179.740833010495
EMBU DAS ARTES,3515004,2011,0.35784994277655413,3447.869318181818,0.17256622584764966,19852.512901778195,12.621600974049228,7161121.831756484,0.9999571296216447,242730.0,48,859,1200,851,2910,11.988629341243357,29502.417631757442
EMBU DAS ARTES,3515004,2010,0.3751023019635845,3409.1903409090905,0.18894448911906736,18222.06,12.072219281997,6435800.08,0.9999471735093556,240007.0,40,917,1380,859,3156,13.14961646951964,26815.051560996137
EMBU-GUACU,3515103,2017,0.2884260337317651,440.7359586830213,0.11330013182950051,9880.301432315873,13.848610213316096,2937534.7617959133,0.9966036982946795,68270.0,7,387,207,146,740,10.839314486597335,43028.193376240124
EMBU-GUACU,3515103,2016,0.2893555395042692,437.6242737249838,0.12516964654511123,9827.895461789327,13.691337654684737,2970246.4092036807,0.9960348547555405,67788.0,15,435,338,229,1002,14.781377234908833,43816.69925655987
EMBU-GUACU,3515103,2015,0.30633083532694866,434.448030987734,0.12557952924393723,11021.716890953416,13.512602058927937,2684615.2134864843,0.9957647864643551,67296.0,19,360,247,213,820,12.184973846885402,39892.64166497985
EMBU-GUACU,3515103,2014,0.3102108508370612,431.1943189154293,0.12312851838543538,11293.11489965988,13.489056420233464,2556720.153348232,0.9959485485618864,66792.0,14,355,232,221,808,12.097257156545695,38278.83808462439
EMBU-GUACU,3515103,2013,0.3106537738477982,427.843770174306,0.12599399453774537,11082.546814015372,13.39748502994012,2424841.3862389103,0.9965781405656731,66273.0,15,443,251,224,918,13.85179484858087,36588.67693086038
EMBU-GUACU,3515103,2012,0.31374522636089364,410.92963202065846,0.12860352222204766,10679.884136595418,13.243586611287563,2864353.470545888,0.9975777046239054,63653.0,14,610,237,200,1047,16.448557020093318,44999.50466664396
EMBU-GUACU,3515103,2011,0.3056299915064478,408.12782440284053,0.1419035416567804,10437.64242217308,12.950284249247575,2277494.602212687,0.9974127512603269,63219.0,11,505,236,180,921,14.568405068096617,36025.47655313572
EMBU-GUACU,3515103,2010,0.3256962612946597,405.7198192382182,0.1256086306208828,10040.04,12.684950595388903,2455327.72,0.997320517796467,62846.0,10,428,199,148,775,12.331731534226522,39068.95776978646
ENGENHEIRO COELHO,3515152,2017,0.33191319999705193,177.40673339399453,0.22182899933323075,19781.13301188236,14.023815028901733,936590.6246421024,0.9189510236440728,19497.0,4,140,21,25,186,9.539929219879982,48037.67885531632
ENGENHEIRO COELHO,3515152,2016,0.33998922849862145,173.42129208371244,0.20336848732882104,15711.886735798136,13.94091847265222,1500458.5438715927,0.9057559607923341,19059.0,0,166,35,31,232,12.172726795739546,78727.03415035378
ENGENHEIRO COELHO,3515152,2015,0.3440563689405591,169.34485896269334,0.21148782977808822,14521.73212430318,13.523373983739837,1183160.9714186587,0.9254054503835001,18611.0,3,137,13,20,170,9.134382891838161,63573.207856571855
ENGENHEIRO COELHO,3515152,2014,0.35734331049263063,165.1774340309372,0.19798380432986284,16622.551060890302,13.590984974958264,1220798.7435423392,0.9143170236100706,18153.0,3,142,29,26,197,10.85220073817,67250.52297374203
ENGENHEIRO COELHO,3515152,2013,0.35261693436433816,160.88262056414922,0.2153724336858775,16653.816445743043,13.507615546218487,342582.47713387106,0.9294255100773531,17681.0,1,164,53,36,253,14.30914541032747,19375.741029006906
ENGENHEIRO COELHO,3515152,2012,0.35792906139750347,150.8644222020018,0.2267189384800965,19394.82008857352,13.262303804203246,946628.5891969802,0.9424227196588804,16580.0,2,232,52,18,302,18.21471652593486,57094.60730982993
ENGENHEIRO COELHO,3515152,2011,0.3560490238949889,147.024567788899,0.23703428642158683,19522.643214861288,13.268146214099216,47191.36720302317,0.8675686014329409,16158.0,2,240,18,18,276,17.08132194578537,2920.6193342630995
ENGENHEIRO COELHO,3515152,2010,0.36175672571900597,143.03002729754323,0.2213881290158407,18043.58,13.332183908045977,43637.78,0.8540149668768766,15719.0,3,159,35,14,208,13.23239391818818,2776.1168013232395
FERNANDOPOLIS,3515509,2017,0.27459285330553224,124.85454545454546,0.24233289646133682,18170.37618494575,13.824469683312302,241878.17289395144,0.932603185613701,68670.0,0,764,32,73,869,12.654725498762197,3522.3266767722653
FERNANDOPOLIS,3515509,2016,0.28217580569260026,124.36181818181818,0.2522697700258776,17199.206339724045,13.606259055346277,225140.03264839415,0.9382261901992619,68399.0,3,938,87,129,1154,16.871591689936988,3291.569067506749
FERNANDOPOLIS,3515509,2015,0.2821786224825486,123.85454545454546,0.25209923664122136,19577.092579908247,13.628020730216036,354605.7568214255,0.9518804456730254,68120.0,3,777,42,141,960,14.092777451556078,5205.604181171836
FERNANDOPOLIS,3515509,2014,0.2896056842997745,123.33818181818182,0.25989150303673564,19454.02982515357,13.637606352807714,405006.7376170556,0.9489248625197167,67836.0,1,660,49,127,836,12.323839849047703,5970.380588729518
FERNANDOPOLIS,3515509,2013,0.2902825405967932,122.80545454545455,0.25336452334068665,19787.468899819072,13.499444866475779,446365.8045148157,0.9476053481484904,67543.0,3,643,38,126,807,11.947944272537494,6608.616799887712
FERNANDOPOLIS,3515509,2012,0.3006227663137889,118.46727272727273,0.25308101969090047,18710.222974511606,13.52734990903578,415126.24641890044,0.9411153642685771,65157.0,2,951,60,103,1114,17.09716530840892,6371.16881407831
FERNANDOPOLIS,3515509,2011,0.306499912068558,118.05636363636364,0.2539772989789161,17171.680636503068,13.280031532350979,841205.0715428265,0.9478000813521764,64931.0,2,732,51,68,851,13.106220449400132,12955.369107865681
FERNANDOPOLIS,3515509,2010,0.30828485415223156,117.64909090909092,0.22810515091102973,16528.05,13.119986449864498,663219.25,0.9216674537979088,64707.0,8,911,43,74,1028,15.886998315483641,10249.575007340782
FLORINIA,3516101,2017,0.263349879639447,12.22517730496454,0.1899927483683829,54293.83608007984,12.91030534351145,107319.0241219799,0.7987790004544361,2758.0,0,25,1,2,28,10.152284263959391,38911.90142203768
FLORINIA,3516101,2016,0.24176594765489484,12.313829787234043,0.18826493880489562,49230.654975554084,12.151051625239006,103492.82072300519,0.7993329760294328,2778.0,0,26,0,3,29,10.439164866810655,37254.43510547343
FLORINIA,3516101,2015,0.2429125048334236,12.40691489361702,0.19149696320114326,29602.491745692638,12.246268656716419,117828.96859347796,0.6694449812401501,2799.0,0,13,0,1,14,5.001786352268668,42096.80907233939
FLORINIA,3516101,2014,0.24383811482994705,12.504432624113475,0.19496632399858208,31007.35558976693,12.08909090909091,121053.93513301013,0.6974544831867298,2821.0,0,15,2,0,17,6.026231832683446,42911.7104335378
FLORINIA,3516101,2013,0.25311975242745943,12.60195035460993,0.17516707703130496,24459.819545829574,11.933734939759036,105869.46403737886,0.4725186568229443,2843.0,1,34,3,0,37,13.014421385860008,37238.643699394604
FLORINIA,3516101,2012,0.23618915622265524,12.34485815602837,0.16947935368043088,24419.689010787682,11.966101694915254,104321.9788896216,0.5108947220661832,2785.0,0,39,5,1,45,16.15798922800718,37458.52024761996
FLORINIA,3516101,2011,0.23754268999582803,12.442375886524824,0.1460634128963306,25308.677218769797,11.507317073170732,83850.38743083074,0.42700256738844744,2807.0,0,27,4,0,31,11.043819023868899,29871.88722152859
FLORINIA,3516101,2010,0.2419936957245749,12.539893617021276,0.1664899257688229,21540.04,11.794055201698514,141619.17,0.4814655992201855,2829.0,0,37,2,1,40,14.139271827500883,50059.79851537646
FRANCA,3516200,2017,0.2987362517678498,573.2821528809641,0.24432880136621385,17516.3397338531,13.738012729844414,6180963.462270328,0.9912490393813509,347237.0,25,6055,679,802,7536,21.702756330690566,17800.417185583126
FRANCA,3516200,2016,0.29871906225468586,569.1002146277034,0.2456832528778314,17042.048742146584,13.6695635745324,7123474.11192226,0.9856310238665517,344704.0,21,6479,834,1002,8315,24.12214537690308,20665.481433120185
FRANCA,3516200,2015,0.3004328724982986,564.8208684167079,0.25135335796464314,19588.47604942094,13.524868881627148,6242747.256036334,0.9913078852050822,342112.0,21,5470,862,852,7184,20.998971097184548,18247.671101967582
FRANCA,3516200,2014,0.2954075138115046,560.4441142479775,0.2645193409552202,18947.674408494888,13.397298260462836,5677552.2206094405,0.9869402112842187,339461.0,17,5431,914,803,7148,21.056910808605405,16725.197358781836
FRANCA,3516200,2013,0.2979767487715925,555.941885421826,0.2733166238039521,18495.077202857028,13.246580105394687,6728985.878684472,0.9903426596197897,336734.0,15,5732,710,732,7174,21.30464996109689,19983.090150339653
FRANCA,3516200,2012,0.2998058139438816,533.7741456166418,0.2767400643969973,18313.13973263274,13.154171137339056,5865728.036302137,0.9879902301565223,323307.0,18,6342,812,923,8077,24.982447024035977,18142.904534396526
FRANCA,3516200,2011,0.3058844667444477,529.9851411589896,0.26082825564153367,17087.698407303797,13.064660989621277,6949089.841654265,0.9878468813620783,321012.0,9,5540,659,828,7027,21.890147408819608,21647.44570811766
FRANCA,3516200,2010,0.3211193747119773,526.3084035000825,0.25351255548410373,15863.1,12.979434765392991,5889429.37,0.977384706503648,318785.0,13,5252,693,617,6562,20.584406418118796,18474.61257587402
GARCA,3516705,2017,0.25799695940042794,80.24118070554356,0.23347987977210533,16806.69218175382,13.602843692958016,109134.40368544622,0.881080271527935,44582.0,2,701,57,44,802,17.989323045175183,2447.9476848379663
GARCA,3516705,2016,0.2558391683368863,80.19618430525557,0.23684269587270237,16174.445639856469,13.51170283331754,102441.22598521212,0.8874154936040897,44557.0,3,639,111,37,787,17.66276903741275,2299.105100998993
GARCA,3516705,2015,0.2565982297435112,80.1511879049676,0.24330818287972694,16970.748452803105,13.422796492847255,122275.70783516871,0.8982701807142588,44532.0,1,591,62,51,704,15.808856552591395,2745.794211694258
GARCA,3516705,2014,0.24737411217328342,80.1043916486681,0.2730867748168786,17812.628068280457,13.250452525917394,996946.3114344771,0.9008802625823236,44506.0,1,491,56,24,571,12.829730822810408,22400.267636599045
GARCA,3516705,2013,0.2535782118184498,80.05579553635708,0.26470918860585896,17137.467174690082,13.107525055206388,168768.193790674,0.9080309993382488,44479.0,2,486,34,29,549,12.342903392612245,3794.3342653988175
GARCA,3516705,2012,0.25931343434398113,77.58819294456443,0.2738702792985061,17740.658249722157,12.907165847873962,1194405.6386504662,0.8524543327667685,43108.0,2,569,41,18,628,14.5680616126937,27707.28492740248
GARCA,3516705,2011,0.2545333644968175,77.5953923686105,0.2709918352198924,16198.825206757407,12.732260549516392,196619.50587425666,0.8767471859176775,43112.0,3,549,47,24,620,14.381146780478753,4560.6676998111125
GARCA,3516705,2010,0.25530391612162057,77.61699064074874,0.2618727390780076,16487.23,12.612857522358983,205236.41,0.8042450773122554,43124.0,4,563,31,18,612,14.191633429180966,4759.215518040998
GAVIAO PEIXOTO,3516853,2017,0.44657249272773836,19.438063986874486,0.7691496096222832,114553.54161228536,14.318518518518518,25598.042541702227,0.6543514594783184,4739.0,0,29,4,7,40,8.44059928254906,5401.570487803804
GAVIAO PEIXOTO,3516853,2016,0.45738824630307573,19.33552091878589,0.6928298684768774,137104.95056508368,14.185241886099204,25072.373768602833,0.8501338917411302,4714.0,0,22,2,1,25,5.303351718285957,5318.704660289103
GAVIAO PEIXOTO,3516853,2015,0.44086059478497297,19.22887612797375,0.6783276450511946,116322.2039375537,13.470754716981132,28368.213915935914,0.9477876773907489,4688.0,0,13,0,3,16,3.4129692832764507,6051.240169781552
GAVIAO PEIXOTO,3516853,2014,0.44509923037589233,19.122231337161608,0.6876876876876877,19330.515487927652,13.646912039925141,30585.86799171547,0.5189795892130941,4662.0,0,31,5,1,37,7.936507936507937,6560.675244898212
GAVIAO PEIXOTO,3516853,2013,0.45527838625452116,19.01148482362592,0.6981661272923408,18904.0087624146,13.220642768850432,29621.74526984109,0.4202656480541772,4635.0,0,17,9,2,28,6.040992448759439,6390.883553363773
GAVIAO PEIXOTO,3516853,2012,0.4543204930938053,18.310090237899917,0.6841397849462365,17355.407110900553,13.062213490504258,27465.792273632935,0.43462749587943417,4464.0,1,16,4,0,20,4.480286738351254,6152.731244093399
GAVIAO PEIXOTO,3516853,2011,0.4809912328705632,18.21985233798195,0.894867176947321,12711.519682762455,11.558238993710692,140726.3306499222,0.48543845783065237,4442.0,0,25,0,2,27,6.078343088698785,31680.848863107203
GAVIAO PEIXOTO,3516853,2010,0.4421781346734429,18.129614438063985,0.7009049773755656,14437.03,12.999031633311814,362616.08,0.36180252439715094,4420.0,0,6,1,1,8,1.8099547511312217,82039.8371040724
GUAIRA,3517406,2017,0.30469605577252845,32.0119189511323,0.35113063767468417,59323.74154893766,12.182595786794854,1618684.8639193857,0.8187257311450228,40287.0,4,554,69,71,694,17.226400575868148,40178.838432233366
GUAIRA,3517406,2016,0.299840396113716,31.825983313468416,0.3529822984545477,55077.14325679954,12.115150657801669,1545376.262307458,0.8113222049047855,40053.0,1,607,104,78,789,19.698898958879486,38583.28370677498
GUAIRA,3517406,2015,0.306955410769323,31.635280095351607,0.3290382538366865,59363.71522710777,12.135648854961833,1407182.5133081328,0.8088479549162589,39813.0,2,734,56,92,882,22.15356793007309,35344.79977163571
GUAIRA,3517406,2014,0.3226290625113704,31.439809296781885,0.31996360603533247,33301.51871109969,12.058214849921011,1477825.1895241102,0.8101709786084217,39567.0,2,675,62,93,830,20.977076856976772,37349.9428696669
GUAIRA,3517406,2013,0.3217941606015408,31.238776321017085,0.32418476878465685,31933.96653093992,11.88262063554335,1585576.7497174803,0.7219343194079644,39314.0,0,657,63,74,794,20.196367706160654,40331.09705747266
GUAIRA,3517406,2012,0.3265873660946459,30.05641636869289,0.3199651033680537,28291.671286427514,11.673552011897877,1282050.4953076828,0.7229988080387265,37826.0,6,674,60,58,792,20.9379791677682,33893.36687219592
GUAIRA,3517406,2011,0.33202308919771617,29.891934843067144,0.31170419203062283,27453.365369164574,11.397748592870544,1155398.6651554795,0.7075073545325727,37619.0,3,759,62,46,867,23.046864616284324,30713.167951181036
GUAIRA,3517406,2010,0.3424195896820729,29.727453317441398,0.281166470651128,27650.36,11.340146401749216,1054417.11,0.6772785255499865,37412.0,5,1004,55,53,1112,29.72308350261948,28183.927884101362
GUARAREMA,3518305,2017,0.4062116774806134,107.08795269770879,0.2619228380150459,21436.22099431165,13.847430830039526,2909524.6531975893,0.9183554699111909,28978.0,0,242,28,28,298,10.283663468838428,100404.6053280968
GUARAREMA,3518305,2016,0.3958242584990735,105.92756836659275,0.2786770862405805,21890.346441726088,13.780671006509765,2459390.743308728,0.9077616268208862,28664.0,0,260,39,27,326,11.37315099078984,85800.68180675161
GUARAREMA,3518305,2015,0.4376373596537292,104.74501108647449,0.25864380468529496,34764.71063157391,13.71027145000682,2557318.664680501,0.9586153821873851,28344.0,4,289,53,43,385,13.583121648320633,90224.33900227565
GUARAREMA,3518305,2014,0.4328022540379174,103.53288987435327,0.2705596801827527,44239.049000146515,13.562532981530342,3046142.0387262315,0.9728472518225383,28016.0,3,334,51,33,418,14.920045688178185,108728.65643654454
GUARAREMA,3518305,2013,0.44220523561959624,102.28750923872875,0.2597275913147151,45262.127755539695,13.46946724161914,4268337.60053435,0.9709451982992414,27679.0,4,374,59,44,477,17.233281549188916,154208.51911320313
GUARAREMA,3518305,2012,0.44025672121634996,97.70509977827051,0.26290706910246225,40252.12016586831,13.388864911523521,1853818.4285089113,0.9704627947506457,26439.0,1,325,36,23,384,14.523998638375128,70116.81336317226
GUARAREMA,3518305,2011,0.4260284327921373,96.62601626016259,0.2502390331586798,44414.14571403224,13.171633807122115,2093268.1574185046,0.972096409576025,26147.0,1,337,37,39,413,15.795311125559337,80057.67994104503
GUARAREMA,3518305,2010,0.443682450608741,95.5691056910569,0.24442210278024826,42976.1,13.109634551495017,661546.3,0.9731541345897767,25861.0,1,301,40,20,361,13.95924364873748,25580.847608367814
GUARATINGUETA,3518404,2017,0.4065927694384976,160.04385964912282,0.25520482988282384,28331.39635298347,13.756727734209756,1987056.8952597864,0.9881719990035114,120417.0,20,1040,475,146,1661,13.793733442952407,16501.46487007471
GUARATINGUETA,3518404,2016,0.4073208982484294,159.1613503455609,0.2526032750745284,26400.562975015273,13.72707438016529,1763845.2092913229,0.9848779606251875,119753.0,21,1059,374,87,1520,12.692792664901923,14729.027325339013
GUARATINGUETA,3518404,2015,0.4215771158233597,158.25757575757575,0.2585640741393935,25500.628933179913,13.752630895153956,1812065.0457858827,0.9867771131923331,119073.0,17,979,344,112,1435,12.05143063498862,15218.101885279473
GUARATINGUETA,3518404,2014,0.42289448601533836,157.33386496544392,0.2653787021237054,29633.779304566062,13.724303676587617,1851298.988456268,0.9828345793960803,118378.0,29,925,339,103,1367,11.54775380560577,15638.877058712498
GUARATINGUETA,3518404,2013,0.4251343680880744,156.3835725677831,0.2665578814070693,29762.667356854938,13.582642520086724,1771562.566115712,0.9865173974431409,117663.0,18,1171,305,161,1637,13.912614840689086,15056.24169123439
GUARATINGUETA,3518404,2012,0.4266919888201417,150.5289739500266,0.26999417259707925,26943.016307177357,13.410281565780437,1737073.7563525403,0.9828070469634439,113258.0,29,1362,409,186,1957,17.279132599904642,15337.31618386816
GUARATINGUETA,3518404,2011,0.4250725231911836,149.754120148857,0.25914355447082316,25571.001850017958,13.353299770540087,1740040.8373815226,0.9849032847554415,112675.0,19,1287,443,199,1929,17.120035500332815,15443.007209953606
GUARATINGUETA,3518404,2010,0.4363778747179961,148.97793726741097,0.22201604053849106,26118.82,13.192156232419835,1846226.57,0.9854409673027145,112091.0,23,1372,599,252,2223,19.832100703892372,16470.78329214656
